record_id,original_text,parent_family_id,intent_id,classification_status
"MQU-01312","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01313","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01314","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01315","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01316","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01329","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01330","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01331","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01332","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01333","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01347","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01348","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01349","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01350","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01351","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01364","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01365","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01366","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01367","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01368","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01371","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01372","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01373","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01374","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01375","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01389","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01390","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01391","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01392","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01393","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01406","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01407","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01408","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01409","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01410","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01417","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01418","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01419","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01420","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01421","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01435","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01436","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01437","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01438","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01439","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01452","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01453","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01454","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01455","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01456","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01465","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01466","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01467","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01468","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01469","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01483","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01484","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01485","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01486","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01487","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01500","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01501","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01502","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01503","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01504","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01505","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01506","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01507","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01508","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01509","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01510","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01511","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01512","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01513","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01514","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01515","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01516","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01517","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01518","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01519","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01520","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01521","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01522","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01523","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01524","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01525","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01526","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01527","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01528","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01529","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01530","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01531","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01532","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01533","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01534","Website Redesign & SEO-Safe Rebuild","FAM-01","INTENT-01-SEO","REVIEW_REQUIRED"
"MQU-01535","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01536","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01537","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01538","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01539","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01541","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01542","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01543","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01544","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01545","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01559","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01560","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01561","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01562","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01563","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01567","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01568","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01569","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01570","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01571","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01585","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01586","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01587","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01588","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01589","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01602","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01603","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01604","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01605","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01606","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01620","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01621","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01622","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01623","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01624","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01637","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01638","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01639","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01640","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01641","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01920","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01921","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01922","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01923","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01924","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01997","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01998","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-01999","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02000","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02001","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02015","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02016","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02017","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02018","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02019","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02032","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02033","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02034","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02035","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02036","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02044","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02045","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02046","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02047","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02048","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02094","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02095","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02096","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02097","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02098","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02107","Search Term:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02108","Language:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02109","Country:","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02110","Searched on (dd/mm/yyyy):","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02111","Search Term","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02113","What does an IT strategy consultant do?","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02114","What is the salary of a strategy consultant?","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02115","Is IT hard to be an IT consultant?","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02116","Are IT consultants well paid?","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02117","Do you need a degree to be an IT consultant?","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02119","Is Strategy& better than McKinsey?","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02120","Is Strategy& a prestigious firm?","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02121","Who is McKinsey's biggest competitor?","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02122","Is Strategy& better than Deloitte?","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02123","Is Strategy& hard to get into?","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02124","Does Strategy& pay more than PwC?","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02125","Which Big 4 firm is the hardest to get into?","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02128","Why is McKinsey not in Big 4?","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02129","What is a Big 4 tech consultant?","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
"MQU-02132","Is it hard to get a job at the Big Four?","FAM-12","INTENT-12-VALUEPROP","REVIEW_REQUIRED"
