record_id,query_text,status,routing_outcome
"MQU-01921","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01922","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01923","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01924","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01997","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01998","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-01999","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02000","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02001","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02015","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02016","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02017","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02018","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02019","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02032","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02033","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02034","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02035","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02036","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02044","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02045","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02046","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02047","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02048","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02094","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02095","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02096","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02097","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02098","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02107","Search Term:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02108","Language:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02109","Country:","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02110","Searched on (dd/mm/yyyy):","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02111","Search Term","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02113","What does an IT strategy consultant do?","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02114","What is the salary of a strategy consultant?","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02115","Is IT hard to be an IT consultant?","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02116","Are IT consultants well paid?","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02117","Do you need a degree to be an IT consultant?","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02119","Is Strategy& better than McKinsey?","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02120","Is Strategy& a prestigious firm?","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02121","Who is McKinsey's biggest competitor?","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02122","Is Strategy& better than Deloitte?","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02123","Is Strategy& hard to get into?","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02124","Does Strategy& pay more than PwC?","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02125","Which Big 4 firm is the hardest to get into?","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02128","Why is McKinsey not in Big 4?","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02129","What is a Big 4 tech consultant?","VERIFIED","INTENT-11-MULTI Clarification"
"MQU-02132","Is it hard to get a job at the Big Four?","VERIFIED","INTENT-11-MULTI Clarification"
