question_id,original_text,normalized_text,source_file,source_platform,source_sheet,seed_topic,evidence_type,real_vs_synthetic,search_volume,frequency,competition,language,pii_removed,duplicate_status,duplicate_group_id,provenance_id,notes
"MQU-01284","Social Media Management & Content Systems","social media management & content systems","all categories-social media management  content systems-en-us-28-08-2026.xlsx","Public Search / Discovery","Instagram","social media management  content systems","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0088","all categories-social media management  content systems-en-us-28-08-2026.xlsx:Instagram:row:48","Public Research Corpus Workbooks (all categories-social media management  content systems-en-us-28-08-2026.xlsx)"
"MQU-01285","Social Media Management & Content Systems","social media management & content systems","all categories-social media management  content systems-en-us-28-08-2026.xlsx","Public Search / Discovery","Instagram","social media management  content systems","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0088","all categories-social media management  content systems-en-us-28-08-2026.xlsx:Instagram:row:49","Public Research Corpus Workbooks (all categories-social media management  content systems-en-us-28-08-2026.xlsx)"
"MQU-01286","Social Media Management & Content Systems","social media management & content systems","all categories-social media management  content systems-en-us-28-08-2026.xlsx","Public Search / Discovery","Instagram","social media management  content systems","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0088","all categories-social media management  content systems-en-us-28-08-2026.xlsx:Instagram:row:50","Public Research Corpus Workbooks (all categories-social media management  content systems-en-us-28-08-2026.xlsx)"
"MQU-01287","Social Media Management & Content Systems","social media management & content systems","all categories-social media management  content systems-en-us-28-08-2026.xlsx","Public Search / Discovery","Instagram","social media management  content systems","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0088","all categories-social media management  content systems-en-us-28-08-2026.xlsx:Instagram:row:51","Public Research Corpus Workbooks (all categories-social media management  content systems-en-us-28-08-2026.xlsx)"
"MQU-01288","Social Media Management & Content Systems","social media management & content systems","all categories-social media management  content systems-en-us-28-08-2026.xlsx","Public Search / Discovery","Instagram","social media management  content systems","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0088","all categories-social media management  content systems-en-us-28-08-2026.xlsx:Instagram:row:52","Public Research Corpus Workbooks (all categories-social media management  content systems-en-us-28-08-2026.xlsx)"
"MQU-01289","Social Media Management & Content Systems","social media management & content systems","all categories-social media management  content systems-en-us-28-08-2026.xlsx","Public Search / Discovery","Instagram","social media management  content systems","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0088","all categories-social media management  content systems-en-us-28-08-2026.xlsx:Instagram:row:53","Public Research Corpus Workbooks (all categories-social media management  content systems-en-us-28-08-2026.xlsx)"
"MQU-01290","Social Media Management & Content Systems","social media management & content systems","all categories-social media management  content systems-en-us-28-08-2026.xlsx","Public Search / Discovery","Instagram","social media management  content systems","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0088","all categories-social media management  content systems-en-us-28-08-2026.xlsx:Instagram:row:54","Public Research Corpus Workbooks (all categories-social media management  content systems-en-us-28-08-2026.xlsx)"
"MQU-01291","Social Media Management & Content Systems","social media management & content systems","all categories-social media management  content systems-en-us-28-08-2026.xlsx","Public Search / Discovery","Instagram","social media management  content systems","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0088","all categories-social media management  content systems-en-us-28-08-2026.xlsx:Instagram:row:55","Public Research Corpus Workbooks (all categories-social media management  content systems-en-us-28-08-2026.xlsx)"
"MQU-01292","Social Media Management & Content Systems","social media management & content systems","all categories-social media management  content systems-en-us-28-08-2026.xlsx","Public Search / Discovery","Instagram","social media management  content systems","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0088","all categories-social media management  content systems-en-us-28-08-2026.xlsx:Instagram:row:56","Public Research Corpus Workbooks (all categories-social media management  content systems-en-us-28-08-2026.xlsx)"
"MQU-01293","Social Media Management & Content Systems","social media management & content systems","all categories-social media management  content systems-en-us-28-08-2026.xlsx","Public Search / Discovery","Instagram","social media management  content systems","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0088","all categories-social media management  content systems-en-us-28-08-2026.xlsx:Instagram:row:57","Public Research Corpus Workbooks (all categories-social media management  content systems-en-us-28-08-2026.xlsx)"
"MQU-01294","Search Term:","search term:","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0070","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:ChatGPT:row:2","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01295","Language:","language:","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0071","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:ChatGPT:row:3","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01296","Country:","country:","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0072","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:ChatGPT:row:4","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01297","Searched on (dd/mm/yyyy):","searched on (dd/mm/yyyy):","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0073","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:ChatGPT:row:5","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01298","Search Term","search term","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0074","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:ChatGPT:row:6","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01299","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:ChatGPT:row:7","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01300","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:ChatGPT:row:8","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01301","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:ChatGPT:row:9","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01302","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:ChatGPT:row:10","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01303","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:ChatGPT:row:11","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01304","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:ChatGPT:row:12","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01305","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:ChatGPT:row:13","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01306","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:ChatGPT:row:14","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01307","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:ChatGPT:row:15","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01308","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:ChatGPT:row:16","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01309","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:ChatGPT:row:17","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01310","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:ChatGPT:row:18","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01311","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:ChatGPT:row:19","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01312","Search Term:","search term:","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0070","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:Gemini:row:2","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01313","Language:","language:","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0071","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:Gemini:row:3","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01314","Country:","country:","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0072","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:Gemini:row:4","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01315","Searched on (dd/mm/yyyy):","searched on (dd/mm/yyyy):","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0073","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:Gemini:row:5","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01316","Search Term","search term","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0074","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:Gemini:row:6","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01317","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:Gemini:row:7","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01318","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:Gemini:row:8","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01319","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:Gemini:row:9","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01320","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:Gemini:row:10","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01321","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:Gemini:row:11","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01322","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:Gemini:row:12","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01323","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:Gemini:row:13","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01324","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:Gemini:row:14","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01325","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:Gemini:row:15","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01326","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:Gemini:row:16","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01327","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:Gemini:row:17","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01328","Technology Due Diligence & Vendor Evaluation","technology due diligence & vendor evaluation","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx","Public Search / Discovery","Gemini","technology due diligence  vendor evaluation","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0089","all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx:Gemini:row:18","Public Research Corpus Workbooks (all categories-technology due diligence  vendor evaluation-en-us-28-08-2026.xlsx)"
"MQU-01329","Search Term:","search term:","all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology roadmaps  architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0070","all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx:ChatGPT:row:2","Public Research Corpus Workbooks (all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx)"
"MQU-01330","Language:","language:","all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology roadmaps  architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0071","all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx:ChatGPT:row:3","Public Research Corpus Workbooks (all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx)"
"MQU-01331","Country:","country:","all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology roadmaps  architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0072","all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx:ChatGPT:row:4","Public Research Corpus Workbooks (all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx)"
"MQU-01332","Searched on (dd/mm/yyyy):","searched on (dd/mm/yyyy):","all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology roadmaps  architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0073","all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx:ChatGPT:row:5","Public Research Corpus Workbooks (all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx)"
"MQU-01333","Search Term","search term","all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology roadmaps  architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0074","all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx:ChatGPT:row:6","Public Research Corpus Workbooks (all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx)"
"MQU-01334","Technology Roadmaps & Architecture","technology roadmaps & architecture","all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology roadmaps  architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0090","all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx:ChatGPT:row:7","Public Research Corpus Workbooks (all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx)"
"MQU-01335","Technology Roadmaps & Architecture","technology roadmaps & architecture","all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology roadmaps  architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0090","all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx:ChatGPT:row:8","Public Research Corpus Workbooks (all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx)"
"MQU-01336","Technology Roadmaps & Architecture","technology roadmaps & architecture","all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology roadmaps  architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0090","all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx:ChatGPT:row:9","Public Research Corpus Workbooks (all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx)"
"MQU-01337","Technology Roadmaps & Architecture","technology roadmaps & architecture","all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx","Public Search / Discovery","ChatGPT","technology roadmaps  architecture","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED",,,,"ENGLISH",false,"EXACT_DUPLICATE","MQU-DUP-0090","all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx:ChatGPT:row:10","Public Research Corpus Workbooks (all categories-technology roadmaps  architecture-en-us-28-08-2026.xlsx)"
