question_id,original_text,normalized_text,source_file,source_platform,evidence_type,real_vs_synthetic,candidate_family_id,candidate_family_name,candidate_phase2_flow,candidate_flow_name,mapping_confidence,ambiguity_flag,high_risk_flag,search_volume,competition,mapping_rationale
"MQU-01068","SEO & Search Visibility","seo & search visibility","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit SEO/search visibility query."
"MQU-01069","SEO & Search Visibility","seo & search visibility","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit SEO/search visibility query."
"MQU-01070","Search Term:","search term:","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01071","Language:","language:","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01072","Country:","country:","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01073","Searched on (dd/mm/yyyy):","searched on (dd/mm/yyyy):","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01074","Search Term","search term","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01075","SEO & Search Visibility","seo & search visibility","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit SEO/search visibility query."
"MQU-01076","SEO & Search Visibility","seo & search visibility","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit SEO/search visibility query."
"MQU-01077","SEO & Search Visibility","seo & search visibility","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit SEO/search visibility query."
"MQU-01078","SEO & Search Visibility","seo & search visibility","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit SEO/search visibility query."
"MQU-01079","SEO & Search Visibility","seo & search visibility","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit SEO/search visibility query."
"MQU-01080","SEO & Search Visibility","seo & search visibility","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit SEO/search visibility query."
"MQU-01081","SEO & Search Visibility","seo & search visibility","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit SEO/search visibility query."
"MQU-01082","SEO & Search Visibility","seo & search visibility","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit SEO/search visibility query."
"MQU-01083","SEO & Search Visibility","seo & search visibility","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit SEO/search visibility query."
"MQU-01084","SEO & Search Visibility","seo & search visibility","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit SEO/search visibility query."
"MQU-01085","SEO & Search Visibility","seo & search visibility","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit SEO/search visibility query."
"MQU-01086","SEO & Search Visibility","seo & search visibility","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit SEO/search visibility query."
"MQU-01087","SEO & Search Visibility","seo & search visibility","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit SEO/search visibility query."
"MQU-01088","SEO & Search Visibility","seo & search visibility","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit SEO/search visibility query."
"MQU-01089","SEO & Search Visibility","seo & search visibility","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit SEO/search visibility query."
"MQU-01090","SEO & Search Visibility","seo & search visibility","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit SEO/search visibility query."
"MQU-01091","SEO & Search Visibility","seo & search visibility","all categories-seo  search visibility-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit SEO/search visibility query."
"MQU-01092","Search Term:","search term:","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01093","Language:","language:","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01094","Country:","country:","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01095","Searched on (dd/mm/yyyy):","searched on (dd/mm/yyyy):","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01096","Search Term","search term","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01097","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01098","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01099","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01100","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01101","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01102","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01103","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01104","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01105","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01106","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01107","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01108","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01109","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01110","Search Term:","search term:","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01111","Language:","language:","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01112","Country:","country:","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01113","Searched on (dd/mm/yyyy):","searched on (dd/mm/yyyy):","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01114","Search Term","search term","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01115","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01116","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01117","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01118","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01119","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01120","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01121","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01122","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01123","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01124","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01125","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01126","SEO-Ready Website Engineering","seo-ready website engineering","all categories-seo-ready website engineering-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-01","SEO & Search Visibility Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,true,false,,,"SEO inquiry containing generic website wording."
"MQU-01127","Search Term:","search term:","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01128","Language:","language:","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01129","Country:","country:","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01130","Searched on (dd/mm/yyyy):","searched on (dd/mm/yyyy):","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01131","Search Term","search term","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01132","Small Business & Service Business Websites","small business & service business websites","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-01133","Small Business & Service Business Websites","small business & service business websites","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-01134","Small Business & Service Business Websites","small business & service business websites","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-01135","Small Business & Service Business Websites","small business & service business websites","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-01136","Small Business & Service Business Websites","small business & service business websites","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-01137","Small Business & Service Business Websites","small business & service business websites","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-01138","Small Business & Service Business Websites","small business & service business websites","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-01139","Small Business & Service Business Websites","small business & service business websites","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-01140","Small Business & Service Business Websites","small business & service business websites","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-01141","Small Business & Service Business Websites","small business & service business websites","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-01142","Small Business & Service Business Websites","small business & service business websites","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-01143","Small Business & Service Business Websites","small business & service business websites","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-01144","Small Business & Service Business Websites","small business & service business websites","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
"MQU-01145","Search Term:","search term:","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01146","Language:","language:","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01147","Country:","country:","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01148","Searched on (dd/mm/yyyy):","searched on (dd/mm/yyyy):","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01149","Search Term","search term","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-12","General Value Proposition & Capabilities","FLOW-02","Value Proposition Explanation",0.7,true,false,,,"General inquiry matched to Value Proposition flow."
"MQU-01150","Small Business & Service Business Websites","small business & service business websites","all categories-small business  service business websites-en-us-28-08-2026.xlsx","Public Search / Discovery","PUBLIC_SEARCH_DEMAND","REAL_OBSERVED","FAM-02","Website Design & Rebuild Inquiry","FLOW-06","Service Scope / Pricing Clarification",0.9,false,false,,,"Explicit website redesign/rebuild query."
